,index,text,book,textLength
125,127,"Surveillance Goal﷐Acute viral hepatitis Detect hepatitis outbreaks. Identify areas/populations at high risk to target prevention and control measures. Estimate burden of disease. If countrywide surveillance is not possible, surveillance in sentinel areas or hospitals may provide useful information on potential sources of infection. Chronic viral hepatitis Estimate burden of chronic viral hepatitis B and C Measure the impact of control measures/treatment on mortality reduction. To this effect, data is captured on persons diagnosed with hepatocellular carcinoma or cirrhosis﷐Viral Hepatitis Case Definitions:﷐Acute Viral Hepatitis: Suspected case: Any person with discrete onset of an acute illness with signs/symptoms of;  (i) Acute infectious illness (e.g. fever, malaise, fatigue) and (ii) Liver damage (e.g. anorexia, nausea, jaundice, dark coloured urine, right upper quadrant tenderness of body),                   AND/OR (iii) Raised alanine aminotransferase (ALT) levels more than ten times the upper limit of normal  Confirmed case: A suspected case that is laboratory confirmed by virus specific biomarkers: Acute Hepatitis A: anti-HAV IgM positive or positive for HAV RNA  Acute Hepatitis B: Hepatitis B surface antigen (HBsAg) positive AND anti-hepatitis B core antigen (anti-HBc) IgM positive, HBV DNA positive  Acute Hepatitis C: HCV RNA positive (Viral Load), HCV core antigen positive (where available) and anti-HCV IgM positive. Markers of acute hepatitis A (anti-HAV IgM) and hepatitis E (anti-HEV IgM) are negative.  Acute Hepatitis D: HBsAg positive (or anti-HBc IgM positive) plus anti-HDV positive (usually IgM), and HDV RNA (HDV infection ONLY occurs as                                                                                                                            co-infection or super-infection of hepatitis B) Acute Hepatitis E: anti-HEV IgM positive  Chronic Viral Hepatitis Case definition (HBV and HCV): Chronic Hepatitis B: Persistence of HBsAg for over 6 months after acute infection indicates chronic HBV infection HBsAg and anti-HBc positive (usually IgG) in asymptomatic persons or patients with chronic liver disease and/or liver tumour indicates chronic HBV infection Chronic Hepatitis C: Hepatitis C virus RNA positive in a person with anti-HCV positive (usually IgG) HCV RNA positive OR HCV core antigen positive NB: Antibody detection (i.e. HCV Ab positive) cannot differentiate between acute, chronic infection and past infection. ﷐Surveillance for detecting chronic hepatitis B and C﷐Conduct HBsAg and Anti-HCV antibody sero-prevalence testing of the general population and all patients presenting with chronic liver disease (CLD);  These may include: General population testing approaches making use of existing community- or health facility-based testing opportunities or programmes such as at antenatal clinics, HIV or TB clinics General population periodic sero-prevalence surveys using serological markers for viral hepatitis B and C Patients presenting to health facilities with chronic liver disease (CLD) and/or liver tumour. ﷐Respond to alert threshold﷐If hepatitis cases are suspected: Report case-based information to the appropriate levels (see annexes for case-based reporting form). Collect specimens and send to laboratory to identify the aetiology of the illness  As necessary, treat and manage acute viral hepatitis patient(s) with supportive care. ﷐Respond to action threshold﷐If hepatitis cases are confirmed Determine mode of transmission Identify population exposed to risk of infection Eliminate common source(s) of infection Implement appropriate prevention and control interventions Patients with chronic viral hepatitis should be referred to tertiary or specialist centres; designated treatment centres for treatment, care and follow-up ﷐Analyse and interpret data﷐ Time:Analysis of suspected and confirmed cases by week and month. Graph cases and deaths weekly and   monthly. Construct an epidemic curve during outbreaks. Place:Plot location of case households. Person: Analyse by age and gender. Assess risk factors to plan and monitor prevention and control measures. Calculate the Incidence Rate for Acute Viral Hepatitis cases and Prevalence Rate for Chronic Viral Hepatitis B and C cases and Case Fatality Rate﷐Laboratory confirmation: Acute Viral Hepatitis﷐Diagnostic test﷐Hepatitis A: anti-HAV IgM positive Hepatitis B: Hepatitis B surface antigen (HBsAg) positive or anti-HBc IgM positive Hepatitis C: Anti-HCV Ab positive Hepatitis D: HBsAg positive (or anti-HBc IgM positive) plus anti-HDV positive (only as co-infection or super-infection of hepatitis B) Hepatitis E: anti-HEV IgM positive and/or anti-HEV IgG positive﷐Specimen﷐Whole blood, Serum or stool (for hepatitis A and E viruses)﷐When to collect the specimen﷐Specimens should be collected from suspected patients. IgM anti-HAV becomes detectable 5-10 days after exposure. HBsAg can be detected in serum from several weeks before onset of symptoms to days, weeks or months after onset; it persists in chronic infections. IgM anti-HBc positive usually disappears after 6 months.﷐How to prepare, store and transport the specimen﷐Use universal precautions to minimize exposure to sharps and body fluids. Collect 5-10 ml of venous blood. Let clot retract for 30 to 60 minutes at room temperature or centrifuge to separate serum from red blood cells. Aseptically pour off serum into sterile, screw capped tubes. Store serum at 4°C. For storage >5 days, samples are held at -20°C  Transport serum samples using appropriate packaging to prevent breakage or         leakage.﷐Results﷐Results are usually available within one to 3 days from arrival in the laboratory.",booklet6,5708
126,128,Acute and Chronic Viral Hepatitis,booklet6,33
127,129,"Laboratory Test for Chronic Viral Hepatitis﷐Chronic Viral Hepatitis B (HBV) Basic initial laboratory investigations: The following laboratory tests should be requested after thorough history and physical examination in HBsAg positive individuals; Establish chronicity: Persistence of HBsAg for over 6 months after acute infection or presence of chronic liver disease/tumour. Establish HBe antigen (Ag)/Antibody (Ab) status: HBe Ag and Ab Establish inflammatory activity: liver function tests Determine the level of viraemia – viral load: HBV DNA Screen for the presence of chronic liver disease or other complications using clinical examination for stigmata of chronic liver disease, abdominal ultrasound, coagulation profile, full blood count Screen for other co-infections: HCV Ab, HIV, HDV (in endemic regions)   Supportive investigation: determine blood urea and creatinine Consider liver biopsy or fibro-scan if indicated  Chronic Viral Hepatitis C (HCV)  Initial Investigations for HCV Patients: The screening test for HCV is a HCV Ab test. Unlike HBV testing, a positive HCV screening test (anti-HCV Ab) does not equate to active infection.  Also, the HCV testing often provides several false positive results.  The following steps are recommended to establish active infection; Confirm HCV Ab testing using ELISA Confirm active infection using RNA testing; detectable HCV RNA confirms active infection; if RNA is undetectable, no further testing is indicated. It indicates past infection or false-positive serological test Further testing for RNA positive cases include liver function test (LFT), abdominal ultrasound, viral genotyping, full blood count (FBC), blood urea and electrolytes (BUE) and creatinine  Screen for co-infections - HIV, HBV Assess degree of inflammation and fibrosis by conducting the following test: Aspartate aminotransferase-to-platelet ratio index (APRI) score Fibrosis-4 (FIB4) score (the score uses a combination of age, platelet count, AST, ALT tests to derive the score) Fibroscan Liver biopsy is the gold standard.",booklet6,2054
128,130,Acute and Chronic Viral Hepatitis,booklet6,33
129,131,"References:﷐WHO Recommended WHO/CDS/CPE/SMT/2001.13 Strategies for Prevention and Control of Communicable Diseases; WHO Recommended Surveillance Standards WHO/CDS/CSR/ISR/99.2 WHO Fact Sheet No 328, Hepatitis A, revised May 2008. 204, Hepatitis B, revised August WHO Fact Sheet No 204, Hepatitis B, revised August WHO Fact Sheet No 2008 164, Hepatitis C. WHO Fact Sheet No 280, Hepatitis E, revised January 2005. World Health Organization http://www.who.int/topics/hepatitis/en/ United States, Centers for Disease Control and Prevention http://www.cdc.gov/hepatitis/ Control of Communicable Diseases Manual, 18th Edition WHO Guidelines for the prevention, care and treatment of persons with chronic hepatitis B infection; March 2015 WHO Guidelines for the screening, care and treatment of persons with chronic hepatitis C infection; April 2016 WHO Global Hepatitis Report 2017 WHO Guidelines on hepatitis B and C testing February 2017 ",booklet6,935
130,132,Adverse Events Following Immunization (AEFI),booklet6,44
131,133,"Background﷐AEFI surveillance serves as a quality assurance mechanism for national immunization programmes and, in most countries needs continuous strengthening. There are five possible causes of AEFI: 1/ a true product reaction; 2/ a product defect; 3/ an immunization error; 4/ immunization stress-related response; and 5/ a coincidental health event.  It is important to identify and provide care to patients with AEFIs.  Serious AEFIs should also be thoroughly investigated to determine their cause.﷐Surveillance goal﷐To monitor the safety of vaccines and immunization post-licensure and respond to safety concerns.﷐Standard case definition﷐Any untoward medical occurrence which follows immunization and which does not necessarily have a causal relationship with the usage of the vaccine. The adverse event may be any unfavourable or unintended sign, abnormal laboratory finding, symptom or disease.﷐Respond to minor AEFI(s)﷐If a case is identified: Treat the patient Communicate with the parents and community that AEFI can occur with any vaccine Respond to rumours or public enquiries Complete case reporting form (for notified cases)﷐Respond to serious AEFI(s)﷐An AEFI is considered serious if it: results in death, is life-threatening, requires in-patient hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/incapacity, is a congenital anomaly/birth defect, or requires intervention to prevent permanent impairment or damage. Treat the patient Communicate with the parents and community that AEFI can occur with any vaccine Respond to rumours or public enquiries Complete reporting form and send it immediately to initiate investigation If a product- or immunization error-related problem is identified take remedial action to avoid another AEFI occurring from the same cause﷐Analyse and interpret data﷐Determine the cause of the event. Beware of mass psychological illness if a number of school-aged or older individuals are involved at the same time.﷐Reference﷐“Global Manual on Surveillance of Adverse Events Following Immunization”  http://www.who.int/vaccine_safety/publications/Global_Manual_revised_12102015.pdf?ua=1 Definition and application of terms for vaccine pharmacovigilance. Report of CIOMS/WHO Working Group on Vaccine Pharmacovigilance. Geneva, Council for International Organizations of Medical Sciences, 2012",booklet6,2392
132,134,Anthrax (human),booklet6,15
133,135,"Background﷐Anthrax is a widespread zoonotic disease caused by the spore-forming bacterium Bacillus anthracis, a Gram positive rod-shaped bacterium. A. It is transmitted from infected domestic livestock (cattle, sheep, goats, buffaloes, pigs and others) or wild game animals to humans by direct contact or indirect contact with animals or their products. The incubation period typically ranges from 1 to 7 days, but may be longer (up to two to three weeks for cutaneous anthrax and up to 42 days for inhalation anthrax). Persons exposed to occupational hazards include those handling infected carcasses and those employed in the processing of bones, hides, wool and other animal products. Persons may also become infected by handling or consuming meat from animals that are sick with or have died of the disease. Biting flies have been reported to transmit the disease from infected animals to humans however how readily or often this occurs is unknown. Human anthrax is a serious problem in several countries and has potential for explosive outbreaks (especially the gastrointestinal form that is contracted from eating infected meat); while pulmonary (inhalation) anthrax is mainly occupational, the threat of biological warfare attacks should not be forgotten. Anthrax has a serious impact on the trade of animal products. The control of anthrax is based on its prevention in livestock. Programmes based only on prevention in humans are costly and likely to be ineffective except for those industrially exposed. There is an effective vaccine for those persons considered at risk for occupational exposure, and successful vaccines are used for livestock, particularly for herds with ongoing exposure to contaminated soil or vegetation. In most countries anthrax is a notifiable disease.﷐Surveillance goal﷐To detect outbreaks. To monitor control and prevention programmes",booklet6,1871
134,136,"Standard case definition: Anthrax (Human)﷐ Suspected case  Any person with acute onset characterized by several clinical forms which are: Cutaneous form: Any person with skin lesion evolving over 1 to 6 days from a papular through a vesicular stage, to a depressed black eschar invariably accompanied by oedema that may be mild to extensive. Gastro-intestinal: Any person with abdominal distress characterized by nausea, vomiting, anorexia and followed by fever Pulmonary (inhalation): any person with brief prodromal resembling acute viral respiratory illness, followed by rapid onset of hypoxia, dyspnoea and high temperature, with X-ray evidence of mediastinal widening Meningeal: Any person with acute onset of high fever possibly with convulsions, loss of consciousness, meningeal signs and symptoms; commonly noted in all systemic infections, but may present without any other clinical symptoms of anthrax.  AND has an epidemiological link to confirmed or suspected animal cases or contaminated animal products﷐ Confirmed case  A confirmed case of anthrax in a human can be defined as a clinically compatible case of cutaneous,     inhalational or gastrointestinal illness that is laboratory-confirmed by: isolation of B. anthracis from an affected tissue or site; OR Other laboratory evidence of B. anthracis infection based on at least two supportive laboratory tests.  Note: it may not be possible to demonstrate B. anthracis in clinical specimens if the patient has been treated with antimicrobial agents.",booklet6,1515
